"Country 2-digit ISO,""Country"",""Country appear"",""Region Code"",""Region name"",""NUTS name short"",""NUTS Name"",""Index"",""Component"",""CODE1"",""Component + code 1"",""Value"",""National value"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""BASIC SUB-INDEX"",""Personal Security"",""14"",""14. Personal Security"",""81,8"",""79,3"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""FOUNDATION SUB-INDEX"",""Basic Knowledge"",""21"",""21. Basic Knowledge"",""75"",""74,3"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""FOUNDATION SUB-INDEX"",""ICT Access"",""22"",""22. ICT Access"",""82,2"",""82"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""FOUNDATION SUB-INDEX"",""Health and Wellness"",""23"",""23. Health and Wellness"",""74,6"",""73"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""FOUNDATION SUB-INDEX"",""Environmental Quality"",""24"",""24. Environmental Quality"",""43,5"",""41,5"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""OPPORTUNITY SUB-INDEX"",""Personal Rights"",""31"",""31. Personal Rights"",""55,7"",""55,8"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""OPPORTUNITY SUB-INDEX"",""Personal Freedom and Choice"",""32"",""32. Personal Freedom and Choice"",""77,9"",""75,8"""
"AT,""Austria"",""0"",""AT34"",""Vorarlberg"",""AT34 - Vorarlberg"",""AT34 - Vorarlberg"",""BASIC SUB-INDEX"",""Nutrition and Care"",""11"",""11. Nutrition and Care"",""89,4"",""87,6"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""OPPORTUNITY SUB-INDEX"",""Tolerance Inclusion"",""33"",""33. Tolerance Inclusion"",""67,8"",""69,2"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""OPPORTUNITY SUB-INDEX"",""Advanced Education"",""34"",""34. Advanced Education"",""63,5"",""73,5"""
